time,adxl_acceleration_x,adxl_acceleration_y,adxl_acceleration_z,mpl_altitude,mpu_acceleration_x,mpu_acceleration_y,mpu_acceleration_z,mpu_gyroscope_x,mpu_gyroscope_y,mpu_gyroscope_z,mpu_magnetometer_x,mpu_magnetometer_y,mpu_magnetometer_z
1605249521.0337,-3.5696,-31.2636,40.1288,-1.4375,-0.0740,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249521.0609,-3.6088,-31.5774,40.1288,0.0625,-0.0740,-0.2730,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249521.0850,-3.8050,-31.4205,40.1288,2.6875,-0.0750,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249521.1104,-3.6088,-31.4990,40.1288,0.3750,-0.0760,-0.2750,0.6590,29.4970,-35.4350,-13.7110,-6.9580,-9.7660,0.6100
1605249521.1364,-3.8442,-31.7735,40.1288,1.8125,-0.0750,-0.2730,0.6560,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6710
1605249521.1612,-3.6088,-31.6951,40.1288,0.5625,-0.0750,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.9580,-9.8880,0.6100
1605249521.1852,-3.5696,-31.4990,40.1288,0.0000,-0.0750,-0.2760,0.6550,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249521.2095,-3.6873,-31.5774,40.1288,0.9375,-0.0760,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249521.2353,-3.4912,-31.6951,40.1288,-0.5000,-0.0750,-0.2750,0.6620,30.8930,-33.6720,-12.6950,-6.7750,-9.7660,0.6710
1605249521.2623,-3.7658,-31.4597,40.1288,-0.3125,-0.0760,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249521.2865,-3.6481,-31.5774,40.1288,0.8750,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.7140,-9.7660,0.6100
1605249521.3108,-3.7265,-31.4990,40.1288,-1.3125,-0.0760,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.6710
1605249521.3350,-3.5304,-31.3421,40.1288,0.5000,-0.0760,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6100
1605249521.3606,-3.6481,-31.4205,40.1288,-1.0625,-0.0750,-0.2770,0.6620,29.1480,-36.4930,-13.0340,-6.8360,-9.8270,0.6100
1605249521.3848,-3.7658,-31.7735,40.1288,-1.1250,-0.0750,-0.2760,0.6570,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6100
1605249521.4091,-3.9227,-31.6559,40.1288,-0.5625,-0.0760,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249521.4330,-3.5696,-31.6951,40.1288,0.5000,-0.0750,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6100
1605249521.4571,-3.6088,-31.5774,40.1288,2.4375,-0.0760,-0.2720,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249521.4822,-3.4912,-31.6951,40.1288,0.2500,-0.0770,-0.2730,0.6600,29.4970,-35.7880,-13.3720,-6.8360,-9.7660,0.6100
1605249521.5129,-3.7265,-31.5774,40.1288,0.0000,-0.0780,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.7750,-9.8880,0.6710
1605249521.5400,-3.7265,-31.6951,40.1288,-1.0000,-0.0770,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.6440,0.6710
1605249521.5689,-3.6088,-31.4990,40.1288,-0.6875,-0.0780,-0.2730,0.6560,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249521.5995,-3.6481,-31.5382,40.1288,-2.2500,-0.0760,-0.2750,0.6610,29.8460,-35.4350,-12.6950,-6.7750,-9.7660,0.6710
1605249521.6284,-3.6481,-31.4990,40.1288,0.7500,-0.0760,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6710
1605249521.6570,-3.6481,-31.5382,40.1288,-1.7500,-0.0770,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.5490
1605249521.6884,-3.5696,-31.4990,40.1288,0.5000,-0.0760,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249521.7157,-3.6481,-31.6166,40.1288,3.8751,-0.0760,-0.2760,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.5490
1605249521.7496,-3.6873,-31.4597,40.1288,2.2500,-0.0750,-0.2740,0.6600,30.1950,-34.7300,-13.3720,-6.8970,-9.8270,0.6100
1605249521.7783,-3.6088,-31.6166,40.1288,1.8125,-0.0750,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.6100
1605249521.8058,-3.6481,-31.6166,40.1288,-0.9375,-0.0760,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249521.8339,-3.6873,-31.6559,40.1288,0.2500,-0.0760,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249521.8671,-3.8442,-31.7343,40.1288,1.7500,-0.0770,-0.2720,0.6590,29.1480,-34.7300,-13.0340,-6.8360,-9.8270,0.6710
1605249521.8984,-3.6088,-31.5382,40.1288,0.1875,-0.0760,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249521.9259,-3.6873,-31.5774,40.1288,0.2500,-0.0760,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249521.9589,-3.8050,-31.7343,40.1288,-1.6250,-0.0760,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.7140,-9.8270,0.6710
1605249521.9983,-3.6481,-31.6166,40.1288,10.1252,-0.0760,-0.2740,0.6610,30.0210,-34.9060,-12.5260,-6.8360,-9.8880,0.6710
1605249522.0243,-3.8442,-31.4205,40.1288,0.1875,-0.0750,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.6100
1605249522.0475,-3.4912,-31.6166,40.1288,1.5000,-0.0750,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.9580,-9.8880,0.6100
1605249522.0709,-3.6088,-31.4597,40.1288,-2.6250,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.5490
1605249522.0943,-3.6481,-31.4990,40.1288,1.7500,-0.0740,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249522.1188,-3.9619,-31.5774,40.1288,1.1250,-0.0740,-0.2750,0.6630,30.0210,-35.6120,-13.2030,-7.0190,-9.7660,0.6100
1605249522.1422,-3.6481,-31.6166,40.1288,0.8125,-0.0760,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249522.1655,-3.9227,-31.8128,40.1288,0.3750,-0.0770,-0.2740,0.6620,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6100
1605249522.1889,-3.8834,-31.5774,40.1288,1.8125,-0.0750,-0.2740,0.6620,0.0000,0.0000,0.0000,-6.9580,-9.8270,0.6100
1605249522.2123,-3.6481,-31.4990,40.1288,-2.9375,-0.0760,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249522.2369,-3.7658,-31.7735,40.1288,0.8750,-0.0750,-0.2720,0.6570,30.3700,-35.9640,-12.1870,-6.8970,-9.8270,0.5490
1605249522.2604,-3.6088,-31.6166,40.1288,0.3750,-0.0780,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.6100
1605249522.2837,-3.7265,-31.4597,40.1288,-1.3750,-0.0760,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.7320
1605249522.3071,-3.6088,-31.2636,40.1288,-0.5000,-0.0750,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249522.3306,-3.5696,-31.4205,40.1288,-1.4375,-0.0750,-0.2730,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249522.3540,-3.6481,-31.6951,40.1288,0.3750,-0.0750,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6100
1605249522.3786,-3.5696,-31.6166,40.1288,0.1250,-0.0740,-0.2730,0.6590,28.6240,-34.9060,-12.1870,-6.8360,-9.8270,0.6100
1605249522.4019,-3.6088,-31.5382,40.1288,-1.0000,-0.0760,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249522.4253,-3.8834,-31.6951,40.1288,0.8750,-0.0760,-0.2740,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249522.4487,-3.5696,-31.5382,40.1288,0.7500,-0.0740,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249522.4721,-3.6088,-31.5382,40.1288,0.3125,-0.0770,-0.2720,0.6580,0.0000,0.0000,0.0000,-6.7140,-9.7660,0.6710
1605249522.4966,-3.7265,-31.4597,40.1288,-0.4375,-0.0740,-0.2740,0.6600,29.8460,-35.0830,-12.3560,-6.8360,-9.8880,0.6100
1605249522.5197,-3.8050,-31.4990,40.1288,1.8750,-0.0750,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.9580,-9.7660,0.6100
1605249522.5435,-3.8442,-31.6559,40.1288,0.1250,-0.0760,-0.2720,0.6630,0.0000,0.0000,0.0000,-6.7750,-9.8880,0.6100
1605249522.5670,-3.5304,-31.4990,40.1288,1.8750,-0.0750,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249522.5904,-3.6088,-31.5382,40.1288,-1.2500,-0.0750,-0.2760,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249522.6149,-3.6088,-31.4597,40.1288,0.7500,-0.0760,-0.2760,0.6580,30.0210,-35.2590,-12.5260,-6.8360,-9.8270,0.7320
1605249522.6383,-3.5304,-31.4205,40.1288,0.3750,-0.0750,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249522.6617,-3.6481,-31.4990,40.1288,3.0625,-0.0750,-0.2750,0.6560,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249522.6851,-3.6088,-31.4597,40.1288,0.2500,-0.0760,-0.2760,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249522.7085,-3.5304,-31.5382,40.1288,0.5625,-0.0750,-0.2760,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6100
1605249522.7319,-3.6481,-31.5382,40.1288,-1.3125,-0.0750,-0.2740,0.6570,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249522.7566,-3.9227,-31.6951,40.1288,0.3750,-0.0760,-0.2740,0.6610,29.8460,-33.6720,-12.6950,-6.8970,-9.8270,0.5490
1605249522.7799,-3.5696,-31.4597,40.1288,1.2500,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.9490,0.6710
1605249522.8055,-3.8050,-31.7735,40.1288,-0.3750,-0.0760,-0.2750,0.6550,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.7320
1605249522.8290,-3.5696,-31.5774,40.1288,1.4375,-0.0750,-0.2740,0.6570,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.7320
1605249522.8523,-3.6088,-31.6951,40.1288,1.0000,-0.0780,-0.2720,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249522.8770,-3.6088,-31.7735,40.1288,1.7500,-0.0740,-0.2770,0.6580,29.1480,-34.3780,-12.6950,-6.7750,-9.7050,0.6100
1605249522.9004,-3.6481,-31.4990,40.1288,-2.5625,-0.0760,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249522.9238,-3.7658,-31.9697,40.1288,1.8125,-0.0770,-0.2760,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249522.9471,-3.8442,-31.5774,40.1288,-0.6875,-0.0740,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.9580,-9.8270,0.6710
1605249522.9704,-3.6481,-31.5382,40.1288,0.2500,-0.0750,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6100
1605249522.9958,-3.8834,-31.6951,40.1288,-0.1250,-0.0770,-0.2730,0.6570,28.9730,-35.9640,-12.1870,-6.8360,-9.7660,0.6100
1605249523.0201,-3.6481,-31.4597,40.1288,1.9375,-0.0760,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.9580,-9.8270,0.7930
1605249523.0444,-3.7658,-31.5382,40.1288,-0.3125,-0.0740,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.9580,-9.8880,0.6100
1605249523.0687,-3.6088,-31.4990,40.1288,-2.5625,-0.0750,-0.2760,0.6620,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6710
1605249523.0928,-3.6088,-31.4990,40.1288,4.5001,-0.0730,-0.2750,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249523.1171,-3.4912,-31.5774,40.1288,-0.8125,-0.0750,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249523.1430,-3.6088,-31.6559,40.1288,1.8750,-0.0770,-0.2720,0.6610,28.7990,-34.7300,-12.3560,-6.8360,-9.8270,0.5490
1605249523.1705,-3.6088,-31.7343,40.1288,0.2500,-0.0750,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.5490
1605249523.1948,-3.9227,-31.7343,40.1288,2.9375,-0.0750,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249523.2188,-3.6873,-31.4990,40.1288,-0.0625,-0.0760,-0.2730,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.5490
1605249523.2429,-3.6873,-31.7343,40.1288,-0.8125,-0.0750,-0.2750,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.7320
1605249523.2683,-3.4912,-31.4597,40.1288,1.3750,-0.0750,-0.2740,0.6630,31.2420,-34.3780,-11.3410,-6.8970,-9.7660,0.6100
1605249523.2922,-4.1188,-31.4990,40.1288,0.0000,-0.0750,-0.2720,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.5490
1605249523.3164,-3.6481,-31.6951,40.1288,-0.8750,-0.0760,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.5490
1605249523.3407,-3.8834,-31.7343,40.1288,-2.1250,-0.0770,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.5490
1605249523.3649,-3.7265,-31.4597,40.1288,-0.1875,-0.0760,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.7320
1605249523.3903,-3.7265,-31.5382,40.1288,-0.9375,-0.0760,-0.2740,0.6600,29.8460,-36.4930,-12.3560,-6.8360,-9.7050,0.6710
1605249523.4144,-3.7658,-31.8520,40.1288,0.8125,-0.0760,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6710
1605249523.4393,-3.6088,-31.5774,40.1288,0.0625,-0.0770,-0.2770,0.6570,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249523.4663,-4.0796,-31.7343,40.1288,0.5000,-0.0760,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249523.4905,-3.5304,-31.6559,40.1288,-1.2500,-0.0750,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.9580,-9.7660,0.6100
1605249523.5159,-3.8834,-31.5382,40.1288,0.3750,-0.0780,-0.2740,0.6590,28.4500,-36.1410,-13.3720,-6.8970,-9.8270,0.5490
1605249523.5443,-3.5696,-31.3813,40.1288,2.1250,-0.0760,-0.2760,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.5490
1605249523.5778,-3.7265,-31.5774,40.1288,-0.1875,-0.0770,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249523.6011,-3.2166,-31.4205,40.1288,-1.9375,-0.0740,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249523.6245,-3.7265,-31.4990,40.1288,3.8126,-0.0760,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249523.6492,-3.4912,-31.5774,40.1288,-1.3125,-0.0750,-0.2740,0.6600,29.4970,-34.0250,-12.0180,-6.8360,-9.8270,0.6100
1605249523.6788,-3.8834,-31.5774,40.1288,0.1875,-0.0740,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6100
1605249523.7021,-3.6481,-31.7735,40.1288,-0.4375,-0.0780,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249523.7258,-3.6481,-31.5382,40.1288,5.8126,-0.0740,-0.2760,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249523.7502,-3.6088,-31.5382,40.1288,2.4375,-0.0740,-0.2760,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249523.7747,-3.6481,-31.6166,40.1288,-2.0000,-0.0740,-0.2740,0.6590,29.1480,-35.7880,-14.3880,-6.8360,-9.8270,0.6710
1605249523.7982,-3.7265,-31.6951,40.1288,2.4375,-0.0770,-0.2760,0.6610,0.0000,0.0000,0.0000,-6.9580,-9.7660,0.6710
1605249523.8215,-3.6088,-31.6951,40.1288,2.5000,-0.0740,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249523.8452,-3.6088,-31.4990,40.1288,1.7500,-0.0750,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249523.8687,-3.5304,-31.3028,40.1288,1.2500,-0.0770,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249523.8931,-3.6873,-31.3421,40.1288,2.3750,-0.0750,-0.2760,0.6610,28.4500,-35.4350,-11.6790,-6.8970,-9.7050,0.7320
1605249523.9164,-3.4519,-31.6166,40.1288,0.6250,-0.0780,-0.2720,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.5490
1605249523.9398,-3.5696,-31.4990,40.1288,0.3750,-0.0760,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249523.9632,-3.6873,-31.5382,40.1288,2.1875,-0.0750,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.7140,-9.6440,0.6100
1605249523.9888,-3.5696,-31.6951,40.1288,-2.9375,-0.0750,-0.2740,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.5490
1605249524.0134,-3.8050,-31.5382,40.1288,3.2500,-0.0740,-0.2740,0.6560,29.1480,-34.0250,-14.0490,-6.8970,-9.7050,0.6100
1605249524.0367,-3.7658,-31.5774,40.1288,-2.0625,-0.0770,-0.2750,0.6660,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249524.0602,-3.7658,-31.4597,40.1288,3.0000,-0.0760,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6710
1605249524.0835,-3.6481,-31.4990,40.1288,3.3751,-0.0740,-0.2730,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.5490
1605249524.1069,-3.4519,-31.5382,40.1288,-1.6250,-0.0750,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249524.1326,-3.6873,-31.3813,40.1288,-0.3125,-0.0730,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249524.1574,-3.6873,-31.6166,40.1288,3.4376,-0.0750,-0.2730,0.6620,29.6720,-35.6120,-12.8640,-6.8360,-9.8880,0.5490
1605249524.1807,-3.8050,-31.7343,40.1288,2.5625,-0.0760,-0.2750,0.6630,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.5490
1605249524.2041,-3.6481,-31.4990,40.1288,-1.0625,-0.0750,-0.2760,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249524.2276,-3.6481,-31.5774,40.1288,-0.3125,-0.0750,-0.2720,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.5490
1605249524.2509,-3.7658,-31.4597,40.1288,1.1875,-0.0760,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.5490
1605249524.2754,-3.6088,-31.5382,40.1288,1.0625,-0.0750,-0.2750,0.6590,28.2750,-34.9060,-12.8640,-6.8360,-9.7660,0.6710
1605249524.2992,-3.5696,-31.8128,40.1288,1.1250,-0.0760,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249524.3234,-3.6481,-31.5382,40.1288,0.3750,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6710
1605249524.3481,-3.7658,-31.6166,40.1288,0.2500,-0.0750,-0.2720,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249524.3723,-3.6088,-31.6559,40.1288,0.8750,-0.0770,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6100
1605249524.3976,-3.5696,-31.4597,40.1288,1.0625,-0.0770,-0.2730,0.6630,28.7990,-35.7880,-13.7110,-6.8360,-9.7050,0.6100
1605249524.4217,-3.5304,-31.5774,40.1288,-0.0625,-0.0760,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249524.4458,-3.6873,-31.5382,40.1288,-0.5625,-0.0750,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249524.4699,-3.8050,-31.5382,40.1288,2.8125,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249524.4940,-3.8442,-31.7343,40.1288,0.0000,-0.0750,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249524.5194,-3.6481,-31.4597,40.1288,-0.1875,-0.0770,-0.2740,0.6610,30.8930,-35.0830,-13.7110,-6.8360,-9.7660,0.6710
1605249524.5436,-3.6088,-31.5382,40.1288,-4.1251,-0.0760,-0.2740,0.6630,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6100
1605249524.5679,-3.8050,-31.3813,40.1288,0.9375,-0.0770,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249524.5922,-3.6088,-31.4990,40.1288,0.3125,-0.0760,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6710
1605249524.6165,-3.8050,-31.5382,40.1288,0.3750,-0.0770,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249524.6408,-3.7658,-31.5382,40.1288,1.1250,-0.0740,-0.2740,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249524.6661,-3.7658,-31.8128,40.1288,-0.6875,-0.0750,-0.2750,0.6590,29.8460,-34.7300,-12.6950,-6.7750,-9.7050,0.6100
1605249524.6905,-3.6481,-31.4597,40.1288,-0.3125,-0.0750,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249524.7147,-3.8834,-31.5774,40.1288,0.8750,-0.0740,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249524.7388,-3.6088,-31.6951,40.1288,-0.2500,-0.0770,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.9580,-9.7660,0.6710
1605249524.7629,-3.6088,-31.6559,40.1288,2.6875,-0.0740,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249524.7883,-4.1188,-31.6559,40.1288,0.6875,-0.0750,-0.2750,0.6620,28.7990,-34.3780,-11.3410,-6.8360,-9.8880,0.6100
1605249524.8123,-3.6481,-31.5774,40.1288,2.0000,-0.0740,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249524.8366,-3.9227,-31.8128,40.1288,-1.1875,-0.0770,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249524.8609,-3.6088,-31.4990,40.1288,0.8125,-0.0760,-0.2730,0.6560,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.7320
1605249524.8850,-3.8834,-31.6166,40.1288,1.6250,-0.0780,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.5490
1605249524.9104,-3.7265,-31.6166,40.1288,2.6875,-0.0750,-0.2730,0.6580,28.7990,-33.6720,-13.0340,-6.8360,-9.8880,0.6100
1605249524.9346,-3.6873,-31.4990,40.1288,0.9375,-0.0760,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.7750,-9.8880,0.6100
1605249524.9590,-3.6088,-31.5774,40.1288,-0.7500,-0.0750,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.9580,-9.7660,0.6710
1605249524.9832,-3.8050,-31.3813,40.1288,1.8125,-0.0750,-0.2780,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.7320
1605249525.0074,-3.4519,-31.3028,40.1288,-2.1875,-0.0740,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249525.0328,-3.6481,-31.5382,40.1288,-2.0625,-0.0750,-0.2750,0.6580,29.6720,-34.5540,-12.8640,-6.8360,-9.8270,0.4880
1605249525.0570,-3.6481,-31.7735,40.1288,-0.9375,-0.0760,-0.2750,0.6550,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.4880
1605249525.0811,-3.6481,-31.4990,40.1288,0.0000,-0.0770,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.5490
1605249525.1052,-3.9619,-31.4597,40.1288,0.7500,-0.0740,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.9580,-9.7660,0.6100
1605249525.1294,-3.6481,-31.5774,40.1288,-3.6251,-0.0750,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249525.1576,-3.8050,-31.3421,40.1288,-0.6875,-0.0750,-0.2750,0.6580,30.0210,-35.2590,-13.2030,-6.8970,-9.7660,0.6100
1605249525.1817,-3.6873,-31.6559,40.1288,-0.4375,-0.0760,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249525.2058,-4.0403,-31.5382,40.1288,0.5625,-0.0730,-0.2710,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.6100
1605249525.2301,-3.6481,-31.4990,40.1288,0.9375,-0.0770,-0.2740,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249525.2542,-3.6481,-31.4597,40.1288,1.5625,-0.0760,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249525.2786,-3.5696,-31.5774,40.1288,0.6250,-0.0770,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.9580,-9.8270,0.6100
1605249525.3071,-3.6481,-31.4990,40.1288,-0.2500,-0.0760,-0.2750,0.6600,29.1480,-35.4350,-12.3560,-6.8970,-9.8270,0.5490
1605249525.3314,-3.6088,-31.5774,40.1288,0.6250,-0.0740,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
